     Time	   ECG1	   ECG2
[09:56:47.109]	 -0.075	  0.045
[09:56:47.117]	 -0.085	  0.035
[09:56:47.125]	 -0.085	  0.045
[09:56:47.133]	 -0.065	  0.035
[09:56:47.141]	 -0.055	  0.055
[09:56:47.148]	 -0.055	  0.055
[09:56:47.156]	 -0.065	  0.065
[09:56:47.164]	 -0.075	  0.055
[09:56:47.172]	 -0.075	  0.055
[09:56:47.180]	 -0.085	  0.025
[09:56:47.188]	 -0.145	  0.025
[09:56:47.195]	 -0.015	  0.015
[09:56:47.203]	 -0.045	  0.015
[09:56:47.211]	 -0.045	  0.015
[09:56:47.219]	 -0.055	  0.015
[09:56:47.227]	 -0.065	  0.025
[09:56:47.234]	 -0.055	  0.025
[09:56:47.242]	 -0.065	  0.025
[09:56:47.250]	 -0.065	  0.035
[09:56:47.258]	 -0.055	  0.035
[09:56:47.266]	 -0.045	  0.035
[09:56:47.273]	 -0.065	  0.015
[09:56:47.281]	 -0.105	  0.025
[09:56:47.289]	 -0.045	  0.035
[09:56:47.297]	 -0.035	  0.035
[09:56:47.305]	 -0.025	  0.045
[09:56:47.313]	  0.015	  0.045
[09:56:47.320]	  0.015	  0.065
[09:56:47.328]	  0.025	  0.085
[09:56:47.336]	  0.035	  0.085
[09:56:47.344]	 -0.005	  0.065
[09:56:47.352]	  0.035	  0.055
[09:56:47.359]	  0.085	  0.045
[09:56:47.367]	  0.065	  0.035
[09:56:47.375]	  0.045	  0.025
[09:56:47.383]	 -0.015	  0.015
[09:56:47.391]	 -0.065	 -0.005
[09:56:47.398]	 -0.065	  0.005
[09:56:47.406]	 -0.065	  0.005
[09:56:47.414]	 -0.055	 -0.005
[09:56:47.422]	 -0.095	  0.015
[09:56:47.430]	 -0.115	  0.125
[09:56:47.438]	  0.035	  0.305
[09:56:47.445]	  0.385	  0.195
[09:56:47.453]	  0.605	 -0.325
[09:56:47.461]	  0.185	 -0.565
[09:56:47.469]	  0.015	 -0.275
[09:56:47.477]	 -0.095	 -0.065
[09:56:47.484]	 -0.065	 -0.025
[09:56:47.492]	 -0.135	 -0.035
[09:56:47.500]	 -0.175	 -0.025
[09:56:47.508]	 -0.095	 -0.015
[09:56:47.516]	 -0.055	  0.005
[09:56:47.523]	 -0.105	 -0.005
[09:56:47.531]	 -0.115	  0.015
[09:56:47.539]	 -0.085	  0.015
[09:56:47.547]	 -0.095	  0.005
[09:56:47.555]	 -0.135	 -0.015
[09:56:47.563]	 -0.095	  0.005
[09:56:47.570]	 -0.075	  0.015
[09:56:47.578]	 -0.105	  0.015
[09:56:47.586]	 -0.085	  0.015
[09:56:47.594]	 -0.085	  0.005
[09:56:47.602]	 -0.105	  0.015
[09:56:47.609]	 -0.135	  0.015
[09:56:47.617]	 -0.115	  0.025
[09:56:47.625]	 -0.055	  0.015
[09:56:47.633]	 -0.105	  0.005
[09:56:47.641]	 -0.085	  0.025
[09:56:47.648]	 -0.125	 -0.005
[09:56:47.656]	 -0.115	  0.005
[09:56:47.664]	 -0.045	 -0.015
[09:56:47.672]	 -0.065	 -0.025
[09:56:47.680]	 -0.025	 -0.005
[09:56:47.688]	 -0.005	  0.005
[09:56:47.695]	 -0.015	  0.005
[09:56:47.703]	 -0.005	  0.035
[09:56:47.711]	 -0.005	  0.045
[09:56:47.719]	  0.005	  0.055
[09:56:47.727]	 -0.025	  0.055
[09:56:47.734]	 -0.035	  0.055
[09:56:47.742]	 -0.035	  0.055
[09:56:47.750]	 -0.045	  0.045
[09:56:47.758]	 -0.035	  0.055
[09:56:47.766]	 -0.025	  0.055
[09:56:47.773]	 -0.045	  0.035
[09:56:47.781]	 -0.075	  0.055
[09:56:47.789]	 -0.055	  0.035
[09:56:47.797]	 -0.065	  0.055
[09:56:47.805]	 -0.025	  0.045
[09:56:47.813]	 -0.045	  0.045
[09:56:47.820]	 -0.095	  0.025
[09:56:47.828]	 -0.105	  0.035
[09:56:47.836]	 -0.135	  0.045
[09:56:47.844]	 -0.085	  0.055
[09:56:47.852]	 -0.055	  0.055
[09:56:47.859]	  0.045	  0.075
[09:56:47.867]	  0.005	  0.055
[09:56:47.875]	  0.025	  0.085
[09:56:47.883]	  0.095	  0.075
[09:56:47.891]	  0.095	  0.065
[09:56:47.898]	  0.045	  0.055
[09:56:47.906]	  0.025	  0.055
[09:56:47.914]	 -0.005	  0.015
[09:56:47.922]	 -0.045	  0.015
[09:56:47.930]	 -0.065	  0.015
[09:56:47.938]	 -0.075	  0.005
[09:56:47.945]	 -0.095	 -0.005
[09:56:47.953]	 -0.105	 -0.005
[09:56:47.961]	 -0.115	 -0.005
[09:56:47.969]	 -0.115	 -0.005
[09:56:47.977]	 -0.135	  0.095
[09:56:47.984]	 -0.105	  0.265
[09:56:47.992]	  0.215	  0.225
[09:56:48.000]	  0.525	 -0.115
[09:56:48.008]	  0.415	 -0.645
[09:56:48.016]	  0.005	 -0.485
[09:56:48.023]	 -0.005	 -0.155
[09:56:48.031]	 -0.085	 -0.055
[09:56:48.039]	 -0.155	 -0.025
[09:56:48.047]	 -0.165	 -0.005
[09:56:48.055]	 -0.115	  0.015
[09:56:48.063]	 -0.165	  0.015
[09:56:48.070]	 -0.155	  0.015
[09:56:48.078]	 -0.175	  0.005
[09:56:48.086]	 -0.175	  0.005
[09:56:48.094]	 -0.185	  0.015
[09:56:48.102]	 -0.195	  0.005
[09:56:48.109]	 -0.175	  0.015
[09:56:48.117]	 -0.205	  0.015
[09:56:48.125]	 -0.185	  0.025
[09:56:48.133]	 -0.185	  0.025
[09:56:48.141]	 -0.215	  0.045
[09:56:48.148]	 -0.185	  0.045
[09:56:48.156]	 -0.195	  0.045
[09:56:48.164]	 -0.145	  0.035
[09:56:48.172]	 -0.205	  0.045
[09:56:48.180]	 -0.225	  0.035
[09:56:48.188]	 -0.185	  0.055
[09:56:48.195]	 -0.135	  0.045
[09:56:48.203]	 -0.115	  0.055
[09:56:48.211]	 -0.175	  0.045
[09:56:48.219]	 -0.155	  0.055
[09:56:48.227]	 -0.185	  0.085
[09:56:48.234]	 -0.075	  0.045
[09:56:48.242]	 -0.095	  0.055
[09:56:48.250]	 -0.115	  0.095
[09:56:48.258]	 -0.055	  0.095
[09:56:48.266]	 -0.045	  0.095
[09:56:48.273]	 -0.085	  0.075
[09:56:48.281]	 -0.085	  0.055
[09:56:48.289]	 -0.105	  0.055
[09:56:48.297]	 -0.075	  0.045
[09:56:48.305]	 -0.095	  0.045
[09:56:48.313]	 -0.095	  0.035
[09:56:48.320]	 -0.105	  0.045
[09:56:48.328]	 -0.115	  0.035
[09:56:48.336]	 -0.115	  0.035
[09:56:48.344]	 -0.095	  0.055
[09:56:48.352]	 -0.085	  0.045
[09:56:48.359]	 -0.115	  0.035
[09:56:48.367]	 -0.125	  0.045
[09:56:48.375]	 -0.115	  0.045
[09:56:48.383]	 -0.115	  0.045
[09:56:48.391]	 -0.145	  0.055
[09:56:48.398]	 -0.185	  0.065
[09:56:48.406]	 -0.115	  0.075
[09:56:48.414]	 -0.065	  0.075
[09:56:48.422]	 -0.035	  0.085
[09:56:48.430]	  0.005	  0.055
[09:56:48.438]	 -0.125	  0.055
[09:56:48.445]	 -0.055	  0.055
[09:56:48.453]	 -0.035	  0.035
[09:56:48.461]	 -0.035	  0.015
[09:56:48.469]	 -0.075	  0.025
[09:56:48.477]	 -0.115	  0.015
[09:56:48.484]	 -0.135	 -0.005
[09:56:48.492]	 -0.145	 -0.015
[09:56:48.500]	 -0.155	 -0.005
[09:56:48.508]	 -0.145	 -0.005
[09:56:48.516]	 -0.145	 -0.005
[09:56:48.523]	 -0.175	  0.105
[09:56:48.531]	 -0.145	  0.265
[09:56:48.539]	  0.195	  0.205
[09:56:48.547]	  0.595	 -0.215
[09:56:48.555]	  0.385	 -0.665
[09:56:48.563]	  0.025	 -0.515
[09:56:48.570]	 -0.085	 -0.165
[09:56:48.578]	 -0.185	 -0.055
[09:56:48.586]	 -0.205	 -0.035
[09:56:48.594]	 -0.155	 -0.015
[09:56:48.602]	 -0.215	 -0.015
[09:56:48.609]	 -0.245	 -0.015
[09:56:48.617]	 -0.285	 -0.005
[09:56:48.625]	 -0.265	 -0.005
[09:56:48.633]	 -0.255	 -0.005
[09:56:48.641]	 -0.265	 -0.005
[09:56:48.648]	 -0.295	 -0.015
[09:56:48.656]	 -0.285	 -0.005
[09:56:48.664]	 -0.275	 -0.015
[09:56:48.672]	 -0.285	 -0.005
[09:56:48.680]	 -0.365	 -0.015
[09:56:48.688]	 -0.315	 -0.015
[09:56:48.695]	 -0.275	 -0.005
[09:56:48.703]	 -0.285	  0.005
[09:56:48.711]	 -0.275	  0.015
[09:56:48.719]	 -0.305	  0.025
[09:56:48.727]	 -0.295	  0.035
[09:56:48.734]	 -0.255	  0.045
[09:56:48.742]	 -0.285	  0.045
[09:56:48.750]	 -0.275	  0.055
[09:56:48.758]	 -0.285	  0.055
[09:56:48.766]	 -0.285	  0.065
[09:56:48.773]	 -0.305	  0.065
[09:56:48.781]	 -0.205	  0.075
[09:56:48.789]	 -0.185	  0.095
[09:56:48.797]	 -0.155	  0.065
[09:56:48.805]	 -0.175	  0.065
[09:56:48.813]	 -0.195	  0.035
[09:56:48.820]	 -0.175	  0.015
[09:56:48.828]	 -0.235	  0.005
[09:56:48.836]	 -0.215	  0.005
[09:56:48.844]	 -0.215	 -0.005
[09:56:48.852]	 -0.225	  0.005
[09:56:48.859]	 -0.245	  0.005
[09:56:48.867]	 -0.205	  0.025
[09:56:48.875]	 -0.185	  0.015
[09:56:48.883]	 -0.195	  0.025
[09:56:48.891]	 -0.185	  0.025
[09:56:48.898]	 -0.185	  0.025
[09:56:48.906]	 -0.255	  0.025
[09:56:48.914]	 -0.195	  0.045
[09:56:48.922]	 -0.205	  0.035
[09:56:48.930]	 -0.205	  0.025
[09:56:48.938]	 -0.085	  0.055
[09:56:48.945]	 -0.095	  0.065
[09:56:48.953]	 -0.105	  0.075
[09:56:48.961]	 -0.075	  0.065
[09:56:48.969]	 -0.055	  0.055
[09:56:48.977]	 -0.075	  0.045
[09:56:48.984]	 -0.115	  0.065
[09:56:48.992]	 -0.125	  0.035
[09:56:49.000]	 -0.165	  0.015
[09:56:49.008]	 -0.195	 -0.005
[09:56:49.016]	 -0.175	  0.005
[09:56:49.023]	 -0.215	 -0.015
[09:56:49.031]	 -0.225	 -0.005
[09:56:49.039]	 -0.225	 -0.015
[09:56:49.047]	 -0.265	  0.065
[09:56:49.055]	 -0.235	  0.255
[09:56:49.063]	 -0.005	  0.305
[09:56:49.070]	  0.315	  0.135
[09:56:49.078]	  0.485	 -0.425
[09:56:49.086]	  0.115	 -0.605
[09:56:49.094]	 -0.045	 -0.315
[09:56:49.102]	 -0.135	 -0.085
[09:56:49.109]	 -0.185	 -0.035
[09:56:49.117]	 -0.255	 -0.025
[09:56:49.125]	 -0.265	 -0.015
[09:56:49.133]	 -0.275	 -0.005
[09:56:49.141]	 -0.285	 -0.005
[09:56:49.148]	 -0.305	  0.005
[09:56:49.156]	 -0.305	  0.005
[09:56:49.164]	 -0.345	 -0.015
[09:56:49.172]	 -0.285	 -0.005
[09:56:49.180]	 -0.255	 -0.005
[09:56:49.188]	 -0.255	  0.005
[09:56:49.195]	 -0.255	  0.015
[09:56:49.203]	 -0.275	  0.015
[09:56:49.211]	 -0.275	  0.015
[09:56:49.219]	 -0.275	  0.015
[09:56:49.227]	 -0.255	  0.015
[09:56:49.234]	 -0.285	  0.025
[09:56:49.242]	 -0.275	  0.035
[09:56:49.250]	 -0.255	  0.015
[09:56:49.258]	 -0.245	  0.025
[09:56:49.266]	 -0.235	  0.025
[09:56:49.273]	 -0.225	  0.025
[09:56:49.281]	 -0.265	  0.025
[09:56:49.289]	 -0.225	  0.025
[09:56:49.297]	 -0.215	  0.025
[09:56:49.305]	 -0.215	  0.035
[09:56:49.313]	 -0.145	  0.045
[09:56:49.320]	 -0.155	  0.045
[09:56:49.328]	 -0.145	  0.065
[09:56:49.336]	 -0.155	  0.065
[09:56:49.344]	 -0.165	  0.065
[09:56:49.352]	 -0.175	  0.065
[09:56:49.359]	 -0.185	  0.055
[09:56:49.367]	 -0.215	  0.045
[09:56:49.375]	 -0.215	  0.025
[09:56:49.383]	 -0.215	  0.025
[09:56:49.391]	 -0.215	  0.025
[09:56:49.398]	 -0.215	  0.025
[09:56:49.406]	 -0.215	  0.025
[09:56:49.414]	 -0.175	  0.025
[09:56:49.422]	 -0.195	  0.025
[09:56:49.430]	 -0.205	  0.035
[09:56:49.438]	 -0.195	  0.025
[09:56:49.445]	 -0.215	  0.025
[09:56:49.453]	 -0.185	  0.035
[09:56:49.461]	 -0.185	  0.045
[09:56:49.469]	 -0.165	  0.045
[09:56:49.477]	 -0.135	  0.065
[09:56:49.484]	 -0.135	  0.075
[09:56:49.492]	 -0.105	  0.055
[09:56:49.500]	 -0.095	  0.035
[09:56:49.508]	 -0.095	  0.015
[09:56:49.516]	 -0.105	  0.025
[09:56:49.523]	 -0.175	  0.005
[09:56:49.531]	 -0.235	  0.015
[09:56:49.539]	 -0.195	 -0.015
[09:56:49.547]	 -0.195	 -0.015
[09:56:49.555]	 -0.195	 -0.015
[09:56:49.563]	 -0.215	 -0.015
[09:56:49.570]	 -0.235	 -0.025
[09:56:49.578]	 -0.265	  0.075
[09:56:49.586]	 -0.215	  0.255
[09:56:49.594]	  0.125	  0.245
[09:56:49.602]	  0.515	 -0.075
[09:56:49.609]	  0.365	 -0.665
[09:56:49.617]	 -0.005	 -0.515
[09:56:49.625]	 -0.095	 -0.195
[09:56:49.633]	 -0.165	 -0.055
[09:56:49.641]	 -0.205	 -0.015
[09:56:49.648]	 -0.235	 -0.005
[09:56:49.656]	 -0.245	 -0.005
[09:56:49.664]	 -0.245	 -0.005
[09:56:49.672]	 -0.245	 -0.005
[09:56:49.680]	 -0.235	  0.005
[09:56:49.688]	 -0.255	  0.015
[09:56:49.695]	 -0.235	  0.025
[09:56:49.703]	 -0.195	  0.015
[09:56:49.711]	 -0.225	  0.015
[09:56:49.719]	 -0.235	  0.015
[09:56:49.727]	 -0.205	  0.025
[09:56:49.734]	 -0.205	  0.025
[09:56:49.742]	 -0.195	  0.035
[09:56:49.750]	 -0.185	  0.055
[09:56:49.758]	 -0.185	  0.065
[09:56:49.766]	 -0.185	  0.055
[09:56:49.773]	 -0.165	  0.065
[09:56:49.781]	 -0.165	  0.065
[09:56:49.789]	 -0.145	  0.085
[09:56:49.797]	 -0.135	  0.085
[09:56:49.805]	 -0.105	  0.115
[09:56:49.813]	 -0.105	  0.105
[09:56:49.820]	 -0.095	  0.115
[09:56:49.828]	 -0.065	  0.125
[09:56:49.836]	 -0.045	  0.125
[09:56:49.844]	 -0.035	  0.145
[09:56:49.852]	 -0.025	  0.135
[09:56:49.859]	 -0.035	  0.125
[09:56:49.867]	 -0.015	  0.105
[09:56:49.875]	 -0.035	  0.085
[09:56:49.883]	 -0.085	  0.055
[09:56:49.891]	 -0.095	  0.065
[09:56:49.898]	 -0.045	  0.045
[09:56:49.906]	 -0.055	  0.025
[09:56:49.914]	 -0.055	  0.035
[09:56:49.922]	 -0.055	  0.035
[09:56:49.930]	 -0.085	  0.035
[09:56:49.938]	 -0.085	  0.025
[09:56:49.945]	 -0.085	  0.025
[09:56:49.953]	 -0.105	  0.035
[09:56:49.961]	 -0.085	  0.035
[09:56:49.969]	 -0.065	  0.045
[09:56:49.977]	 -0.065	  0.045
[09:56:49.984]	 -0.035	  0.055
[09:56:49.992]	 -0.015	  0.065
[09:56:50.000]	 -0.015	  0.075
[09:56:50.008]	  0.005	  0.075
[09:56:50.016]	  0.005	  0.045
[09:56:50.023]	  0.015	  0.025
[09:56:50.031]	 -0.005	  0.035
[09:56:50.039]	  0.005	  0.045
[09:56:50.047]	 -0.075	  0.015
[09:56:50.055]	 -0.085	  0.005
[09:56:50.063]	 -0.115	 -0.005
[09:56:50.070]	 -0.115	 -0.015
[09:56:50.078]	 -0.115	 -0.005
[09:56:50.086]	 -0.115	 -0.005
[09:56:50.094]	 -0.145	 -0.005
[09:56:50.102]	 -0.145	  0.125
[09:56:50.109]	 -0.065	  0.315
[09:56:50.117]	  0.305	  0.285
[09:56:50.125]	  0.565	 -0.155
[09:56:50.133]	  0.225	 -0.745
[09:56:50.141]	  0.025	 -0.535
[09:56:50.148]	 -0.065	 -0.185
[09:56:50.156]	 -0.115	 -0.045
[09:56:50.164]	 -0.155	 -0.015
[09:56:50.172]	 -0.185	 -0.005
[09:56:50.180]	 -0.175	  0.005
[09:56:50.188]	 -0.165	  0.005
[09:56:50.195]	 -0.175	  0.005
[09:56:50.203]	 -0.165	  0.015
[09:56:50.211]	 -0.175	  0.025
[09:56:50.219]	 -0.175	  0.025
[09:56:50.227]	 -0.175	  0.025
[09:56:50.234]	 -0.175	  0.025
[09:56:50.242]	 -0.175	  0.025
[09:56:50.250]	 -0.175	  0.035
[09:56:50.258]	 -0.175	  0.045
[09:56:50.266]	 -0.165	  0.035
[09:56:50.273]	 -0.175	  0.045
[09:56:50.281]	 -0.165	  0.045
[09:56:50.289]	 -0.155	  0.055
[09:56:50.297]	 -0.165	  0.055
[09:56:50.305]	 -0.145	  0.065
[09:56:50.313]	 -0.135	  0.065
[09:56:50.320]	 -0.125	  0.045
[09:56:50.328]	 -0.115	  0.055
[09:56:50.336]	 -0.125	  0.045
[09:56:50.344]	 -0.115	  0.045
[09:56:50.352]	 -0.095	  0.045
[09:56:50.359]	 -0.095	  0.045
[09:56:50.367]	 -0.075	  0.055
[09:56:50.375]	 -0.065	  0.065
[09:56:50.383]	 -0.075	  0.065
[09:56:50.391]	 -0.065	  0.075
[09:56:50.398]	 -0.085	  0.055
[09:56:50.406]	 -0.115	  0.035
[09:56:50.414]	 -0.125	  0.035
[09:56:50.422]	 -0.115	  0.045
[09:56:50.430]	 -0.135	  0.045
[09:56:50.438]	 -0.135	  0.035
[09:56:50.445]	 -0.135	  0.025
[09:56:50.453]	 -0.115	  0.035
[09:56:50.461]	 -0.155	  0.025
[09:56:50.469]	 -0.155	  0.035
[09:56:50.477]	 -0.135	  0.045
[09:56:50.484]	 -0.135	  0.045
[09:56:50.492]	 -0.155	  0.065
[09:56:50.500]	 -0.125	  0.075
[09:56:50.508]	 -0.105	  0.085
[09:56:50.516]	 -0.095	  0.065
[09:56:50.523]	 -0.085	  0.065
[09:56:50.531]	 -0.075	  0.055
[09:56:50.539]	 -0.065	  0.065
[09:56:50.547]	 -0.105	  0.055
[09:56:50.555]	 -0.125	  0.025
[09:56:50.563]	 -0.145	  0.015
[09:56:50.570]	 -0.175	 -0.005
[09:56:50.578]	 -0.195	  0.005
[09:56:50.586]	 -0.205	 -0.005
[09:56:50.594]	 -0.205	 -0.005
[09:56:50.602]	 -0.225	  0.015
[09:56:50.609]	 -0.185	  0.165
[09:56:50.617]	 -0.085	  0.345
[09:56:50.625]	  0.305	  0.295
[09:56:50.633]	  0.675	 -0.025
[09:56:50.641]	  0.355	 -0.515
[09:56:50.648]	 -0.035	 -0.445
[09:56:50.656]	 -0.195	 -0.185
[09:56:50.664]	 -0.235	 -0.045
[09:56:50.672]	 -0.285	 -0.005
[09:56:50.680]	 -0.295	  0.005
[09:56:50.688]	 -0.345	 -0.005
[09:56:50.695]	 -0.295	  0.015
[09:56:50.703]	 -0.325	  0.015
[09:56:50.711]	 -0.335	  0.015
[09:56:50.719]	 -0.255	  0.015
[09:56:50.727]	 -0.225	  0.025
[09:56:50.734]	 -0.225	  0.035
[09:56:50.742]	 -0.265	  0.035
[09:56:50.750]	 -0.225	  0.045
[09:56:50.758]	 -0.225	  0.045
[09:56:50.766]	 -0.235	  0.055
[09:56:50.773]	 -0.225	  0.065
[09:56:50.781]	 -0.235	  0.065
[09:56:50.789]	 -0.245	  0.075
[09:56:50.797]	 -0.285	  0.075
[09:56:50.805]	 -0.245	  0.075
[09:56:50.813]	 -0.245	  0.085
[09:56:50.820]	 -0.215	  0.095
[09:56:50.828]	 -0.175	  0.115
[09:56:50.836]	 -0.145	  0.115
[09:56:50.844]	 -0.175	  0.095
[09:56:50.852]	 -0.175	  0.095
[09:56:50.859]	 -0.185	  0.095
[09:56:50.867]	 -0.195	  0.095
[09:56:50.875]	 -0.175	  0.105
[09:56:50.883]	 -0.155	  0.105
[09:56:50.891]	 -0.165	  0.105
[09:56:50.898]	 -0.145	  0.085
[09:56:50.906]	 -0.215	  0.075
[09:56:50.914]	 -0.195	  0.055
[09:56:50.922]	 -0.195	  0.045
[09:56:50.930]	 -0.215	  0.035
[09:56:50.938]	 -0.235	  0.035
[09:56:50.945]	 -0.235	  0.025
[09:56:50.953]	 -0.245	  0.035
[09:56:50.961]	 -0.225	  0.025
[09:56:50.969]	 -0.265	  0.025
[09:56:50.977]	 -0.225	  0.015
[09:56:50.984]	 -0.235	  0.025
[09:56:50.992]	 -0.205	  0.045
[09:56:51.000]	 -0.215	  0.035
[09:56:51.008]	 -0.135	  0.055
[09:56:51.016]	 -0.155	  0.065
[09:56:51.023]	 -0.135	  0.075
[09:56:51.031]	 -0.145	  0.055
[09:56:51.039]	 -0.125	  0.055
[09:56:51.047]	 -0.135	  0.035
[09:56:51.055]	 -0.155	  0.035
[09:56:51.063]	 -0.155	  0.025
[09:56:51.070]	 -0.215	  0.005
[09:56:51.078]	 -0.245	 -0.015
[09:56:51.086]	 -0.275	 -0.025
[09:56:51.094]	 -0.275	 -0.025
[09:56:51.102]	 -0.325	 -0.045
[09:56:51.109]	 -0.385	 -0.025
[09:56:51.117]	 -0.345	  0.005
[09:56:51.125]	 -0.355	  0.145
[09:56:51.133]	 -0.085	  0.305
[09:56:51.141]	  0.325	  0.165
[09:56:51.148]	  0.515	 -0.405
[09:56:51.156]	 -0.015	 -0.665
[09:56:51.164]	 -0.175	 -0.335
[09:56:51.172]	 -0.225	 -0.095
[09:56:51.180]	 -0.255	 -0.045
[09:56:51.188]	 -0.305	 -0.005
[09:56:51.195]	 -0.305	 -0.065
[09:56:51.203]	 -0.295	 -0.015
[09:56:51.211]	 -0.295	 -0.025
[09:56:51.219]	 -0.315	 -0.035
[09:56:51.227]	 -0.295	  0.015
[09:56:51.234]	 -0.295	  0.005
[09:56:51.242]	 -0.295	 -0.015
[09:56:51.250]	 -0.295	 -0.015
[09:56:51.258]	 -0.285	 -0.005
[09:56:51.266]	 -0.335	 -0.005
[09:56:51.273]	 -0.315	 -0.005
[09:56:51.281]	 -0.235	  0.005
[09:56:51.289]	 -0.265	  0.005
[09:56:51.297]	 -0.255	  0.015
[09:56:51.305]	 -0.265	  0.015
[09:56:51.313]	 -0.275	  0.025
[09:56:51.320]	 -0.275	  0.045
[09:56:51.328]	 -0.265	  0.015
[09:56:51.336]	 -0.245	  0.055
[09:56:51.344]	 -0.195	  0.045
[09:56:51.352]	 -0.215	  0.055
[09:56:51.359]	 -0.225	  0.055
[09:56:51.367]	 -0.175	  0.045
[09:56:51.375]	 -0.195	  0.035
[09:56:51.383]	 -0.215	  0.055
[09:56:51.391]	 -0.185	  0.055
[09:56:51.398]	 -0.175	  0.055
[09:56:51.406]	 -0.165	  0.045
[09:56:51.414]	 -0.205	  0.035
[09:56:51.422]	 -0.185	  0.025
[09:56:51.430]	 -0.155	  0.025
[09:56:51.438]	 -0.175	  0.015
[09:56:51.445]	 -0.175	  0.015
[09:56:51.453]	 -0.165	  0.005
[09:56:51.461]	 -0.175	 -0.005
[09:56:51.469]	 -0.165	  0.005
[09:56:51.477]	 -0.165	 -0.015
[09:56:51.484]	 -0.225	 -0.005
[09:56:51.492]	 -0.195	 -0.005
[09:56:51.500]	 -0.145	  0.015
[09:56:51.508]	 -0.195	  0.015
[09:56:51.516]	 -0.175	  0.035
[09:56:51.523]	 -0.145	  0.045
[09:56:51.531]	 -0.115	  0.045
[09:56:51.539]	 -0.125	  0.025
[09:56:51.547]	 -0.115	  0.035
[09:56:51.555]	 -0.105	 -0.015
[09:56:51.563]	 -0.105	  0.005
[09:56:51.570]	 -0.115	 -0.015
[09:56:51.578]	 -0.195	 -0.035
[09:56:51.586]	 -0.245	 -0.045
[09:56:51.594]	 -0.235	 -0.045
[09:56:51.602]	 -0.225	 -0.045
[09:56:51.609]	 -0.245	 -0.045
[09:56:51.617]	 -0.255	 -0.055
[09:56:51.625]	 -0.275	  0.005
[09:56:51.633]	 -0.285	  0.185
[09:56:51.641]	 -0.045	  0.255
[09:56:51.648]	  0.365	  0.105
[09:56:51.656]	  0.445	 -0.555
[09:56:51.664]	  0.005	 -0.675
[09:56:51.672]	 -0.135	 -0.315
[09:56:51.680]	 -0.225	 -0.135
[09:56:51.688]	 -0.295	 -0.075
[09:56:51.695]	 -0.295	 -0.045
[09:56:51.703]	 -0.295	 -0.055
[09:56:51.711]	 -0.355	 -0.045
[09:56:51.719]	 -0.295	 -0.035
[09:56:51.727]	 -0.275	 -0.025
[09:56:51.734]	 -0.335	 -0.045
[09:56:51.742]	 -0.395	  0.025
[09:56:51.750]	 -0.375	 -0.035
[09:56:51.758]	 -0.355	  0.035
[09:56:51.766]	 -0.315	 -0.065
[09:56:51.773]	 -0.295	 -0.055
[09:56:51.781]	 -0.305	 -0.025
[09:56:51.789]	 -0.295	 -0.025
[09:56:51.797]	 -0.295	 -0.015
[09:56:51.805]	 -0.285	  0.005
[09:56:51.813]	 -0.295	  0.025
[09:56:51.820]	 -0.285	  0.015
[09:56:51.828]	 -0.275	  0.045
[09:56:51.836]	 -0.245	  0.045
[09:56:51.844]	 -0.225	  0.075
[09:56:51.852]	 -0.205	  0.105
[09:56:51.859]	 -0.225	  0.065
[09:56:51.867]	 -0.245	  0.065
[09:56:51.875]	 -0.205	  0.075
[09:56:51.883]	 -0.195	  0.095
[09:56:51.891]	 -0.185	  0.095
[09:56:51.898]	 -0.165	  0.095
[09:56:51.906]	 -0.135	  0.055
[09:56:51.914]	 -0.155	  0.035
[09:56:51.922]	 -0.185	  0.015
[09:56:51.930]	 -0.175	 -0.015
[09:56:51.938]	 -0.175	 -0.015
[09:56:51.945]	 -0.175	 -0.035
[09:56:51.953]	 -0.175	 -0.025
[09:56:51.961]	 -0.195	 -0.025
[09:56:51.969]	 -0.165	 -0.015
[09:56:51.977]	 -0.175	 -0.035
[09:56:51.984]	 -0.165	 -0.035
[09:56:51.992]	 -0.155	 -0.035
[09:56:52.000]	 -0.105	 -0.025
[09:56:52.008]	 -0.135	 -0.005
[09:56:52.016]	 -0.115	  0.005
[09:56:52.023]	 -0.115	 -0.005
[09:56:52.031]	 -0.085	  0.015
[09:56:52.039]	 -0.055	  0.015
[09:56:52.047]	 -0.065	  0.005
[09:56:52.055]	 -0.065	 -0.005
[09:56:52.063]	 -0.085	  0.015
[09:56:52.070]	 -0.085	  0.015
[09:56:52.078]	 -0.055	 -0.035
[09:56:52.086]	 -0.115	 -0.055
[09:56:52.094]	 -0.175	 -0.045
[09:56:52.102]	 -0.175	 -0.055
[09:56:52.109]	 -0.175	 -0.065
[09:56:52.117]	 -0.185	 -0.065
[09:56:52.125]	 -0.185	 -0.035
[09:56:52.133]	 -0.175	  0.095
[09:56:52.141]	 -0.095	  0.295
[09:56:52.148]	  0.265	  0.295
[09:56:52.156]	  0.605	 -0.035
[09:56:52.164]	  0.315	 -0.675
[09:56:52.172]	 -0.005	 -0.595
[09:56:52.180]	 -0.115	 -0.275
[09:56:52.188]	 -0.175	 -0.105
[09:56:52.195]	 -0.245	 -0.085
[09:56:52.203]	 -0.195	 -0.075
[09:56:52.211]	 -0.205	 -0.065
[09:56:52.219]	 -0.215	 -0.065
[09:56:52.227]	 -0.215	 -0.045
[09:56:52.234]	 -0.225	 -0.065
[09:56:52.242]	 -0.235	 -0.045
[09:56:52.250]	 -0.225	 -0.035
